Title,main bahan,Ingredients,Steps,Loves,URL
Baso goreng ayam udang,Udang,"250 grm ayam giling--150 udang kupas cincang kecil--250 gram sagu tani, tuang sedikit sedikit--2 butir telor ayam--Bumbu dihaluskan:--2 butir bawang putih--2 butir bawang merah--secukupnya Lada--1 sdm Garam--1 sdm Gula pasir--1 sdm kecap asin--sesuai selera Penyedap rasa--","Campur semua bahan, telor kocok lepas dulu, setelah tercampur rata masukan sagu--Telor Kedua masukan setelah di kocok lepas, sagu dicampur perlahan. Adonan agak lembek dan bisa di bentuk--Panaskan minyak setelah Panas kecilkan api. Bulatkan adonan dan masukan kedalam minyak--Masak dengan api kecil sesekali dibolak balik, masak sampai kekuningan--Angkat tiriskan dan siap disantap--",32,/id/resep/3860966-baso-goreng-ayam-udang
Udang tumis pete,Udang,Pete--Udang--50 biji Cabe rawit--secukupnya Bawang putih-merah--secukupnya Gula merah--Penyedap rasa--,"Bersihkan udang dari kulitnya, dan bilas sampai bersih--Goreng udang kira2 2 menit--Potong2 pete tdk usah terlalu halus--Blender cabe rawit dan bawang putih bawang merah(bisa juga di ulek)--Selanjutnya, setelah di blender tumis cabe hingga harum dan beri sedikit air, masukkan gula merah(sesuai keinginan)--Selanjutnya masukkan pete, tunggu airnya mengering dan masukkan penyedap rasa dan udangnya--Setelah airnya kering, angkat dan siap di hidangkan--",16,/id/resep/3860718-udang-tumis-pete
Udang crispy saus mentega,Udang,"250 gr udang windu segar--250 gr tepung terigu--Tepung terigu dibagi dua bagian,--Adonan basah dan kering--1 sdt merica bubuk--secukupnya Air--Bahan saus mentega:--4 sdm mentega--2 sdm minyak goreng--1 siung bawang bombay diiris--2 siung bawang merah diiris--1 buah tomat--1 sdm tepung maizena--1 gelas air -/+--1/2 sdt merica--secukupnya Garam--secukupnya Gula--","Bersihkan udang, buang bagian kepalanya,bersihkan juga bagian punggungnya. cuci bersih--Bagi dua tepung terigu jadi setengah adonan basah dan setengah adonan kering, campurkan merica dengan adonan terigu kering--Masukan udang ke dalam adonan tepung basah, lalu guling guling diatas adonan tepung terigu kering,cubit cubit--Lalu goreng diatas api kecil, agar matang sampai kedalam,angkat,sisihkan--Membuat saus mentega :Tumis irisan bawang bombay,bawang merah,tambahkan mentega,masukan juga tomat, tumis hingga harum--Lalu masukan -/+ 1 gelas air matang, aduk aduk,tambahkan 1 sdm tepung maizena, tambahkan garam,royco,dan gula secukupnya,masukan juga merica. Tunggu sampai agak mendidih--Masukan udang crispy tadi ke dalam saus mentega,aduk aduk sebentar,agar bumbu saus mentega meresap. atauu bisa dengan cara saus disiramkan langsung ke. Atas udang--Taruh di piring saji dan sajikan--",13,/id/resep/3859808-udang-crispy-saus-mentega
Bakso udang ,Udang,"1/4 udang--5 sdm tepung terigu--2 sdm tepung tapioka--1 buah wortel--1 lembar kubis--3 bawang putih--1 daun bawang--1 sledry--secukupnya mrica bubuk, garam, gula,royco--air--","Blender udang,tepung terigu, tepung tapioca,bawang putih, garam,gula,mrica bubuk,sedikit air--Didihkan air--Setelah udang dkk d blender halus,uleni dan bentuk bulat2 (seperti bakso pastinya😁--Masukan ke dalam didihan air--Grepek bawang putih masukan, beserta garam, gula, royco sdkit mrica bubuk secukupnya--Masukan wortel dn kubis yg sudah d potong kecil2 dn tambahkan daun bawang dn sledry--Masak hingga matang--Sajikan👌--",12,/id/resep/3858979-bakso-udang-menu-anak-usia-2-tahun-ke-atas%F0%9F%98%89%F0%9F%91%8C
Udang goreng crispy renyah,Udang,250 gr udang (kupas buang kepala)--3 siung bawang putih--1/2 buah jeruk nipis--1/2 sdt lada bubuk--secukupnya Garam--1/2 sdt gula--Bahan tepung :--1 bungkus tepung bumbu sasa--3 sdm tepung tapioka--1 butir telur--,"Cuci bersih udang.--Haluskan bawang putih, tambahkan lada, gula dan garam. Tambahkan juga perasan jeruk nipis. Kemudian campur bersama udang. Biarkan 15 menit.--Setelah itu masukkan udang ke dalam kocokan telur.--Kemudian masukkan ke dalam tepung tapioka.--Masukkan ke adonan telur lagi.--Terakhir masukkan ke dalam tepung bumbu.--Panaskan minyak dan goreng sampai agak kecoklatan. Gunakan api sedang.--Dan udang siap dihidangkan.--",12,/id/resep/3859201-udang-goreng-crispy-renyah
Udang-Lemon-Garlic,Udang,"12 Udang Black Tiger--4 siung Bawang Putih, cincang halus--1 Bawang Bombay, cincang halus--1 Buah Lemon, bagi dua--yang setengah di iris tipis, 1/2 nya lagi peras air nya--4 sdm Minyak Zaitun/lelehan Butter/Mentega (aku M.Zaitun)--1-2 sdm Minyak/Mentega untuk oseng--sedikit Garam ; Merica; Gula atau Kecap Manis--Penyedap Rasa secukup nya (aku gak pakai alias jaraaang bgt)--Cabai Merah untuk yang suka pedas (aku gak pakai) atau--Saus Sambal--","Cuci Udang sampai bersih, kemudian keringkan dengan tissue makanan. Olesi dengan air jeruk lemon.--Panaskan wajan, tuang minyak/mentega kemudian oseng bawang putih dan bawang bombay sampai harum. Masukkan Udang - Black Tiger bumbui dengan garam, merica, cabai/saus sambal, penyedap rasa (aku nggak pakai), sedikit gula atau kecap manis dan sedikit air. Masak sebentar saja (2 menitan).--Panaskan oven ke suhu 180 derajat celcius. Tata Udang di wadah segi empat panjang tahan panas, selipkan irisan tipis Jeruk Lemon. Masukkan osengan bawang putih, bawang bombay di atas Udang, merata. Tuangkan 3 sdm Minyak Zaitun/Lelehan Butter/Mentega di atas nya.--Panggang Udang kira-kira 10-12 menit. Angkat, sajikan..--",32,/id/resep/3856571-udang-lemon-garlic
Tumis udang brokoli cah saus tomat ,Udang,3 ekor udang (sisakan ekor)--1 lembar gede kembang tahu--1/3 ikat brokoli--2 buah baby corn--2 batang daun bawang (potong serong)--1 sdt garam--2 sdt merica--1 sdm minyak wijen--2 sdm kecap manis--Sedikit air matang--✨Bahan Saos Blender--1 buah tomat--3 siung bawang merah--2 buah cabe rawit--,"Rendam udang dalam larutan garam dan lada. Brokoli dan kembang tahu (potong2 dlu) jg rendam dlu ya biar bersih dan kembang tahunya melunak.--Rebus udang, brokoli dan baby corn sekitar 1 menitan (pokoke ampe udang matang yaa). Kembang tahu tidak saya rebus karena nanti terlalu lembek. Tiriskan dan sisihkan.--Blender seluruh bahan saos dan tumis di wajan. Tambahkan garam, minyak wijen, kecap manis dan merica. Tambahkan pula sedikit air, aduk2 dan koreksi rasa.--Masukkan kembang tahu dan kembali aduk2. Kemudian masukkan seluruh hasil rebusan. Aduk trus hingga tercampur semua.--Matikan api, hidangkan dengan taburan daun bawang 😍😍--",10,/id/resep/3855653-tumis-udang-brokoli-cah-saus-tomat-homemadebylita
Udang goreng bawang saos tiram,Udang,1/2 kg Udang--6 siung Bawang putih  (lebih byk lebih maknyush)--Saos tiram--Merica--Garam--Minyak Goreng--,"Cuci bersih udang.. Tiriskan--Haluskan bawang putih & merica--Campurkan ulekan bawang & merica ke dalam udang, beri saos tiram & garam.Biarkan 10 menit hingga bumbu meresap ke dalam Udang--Panaskan minyak, lalu goreng Udang, tingkat kekeringan sesuaikan selera bunda"" drmh ya--Angkat, sajikan 😊--",11,/id/resep/3855728-udang-goreng-bawang-saos-tiram
Sambal Goreng Udang Telur,Udang,"Udang, cuci bersih--1 butir Telur--3 siung bawang putih--2 siung bawang merah--1 cabe merah--3 cabe rawit--Garam--Gula--","Haluskan bawang merah, bawang putih, cabe merah, cabe rawit,--Kocong telur, goreng, tiriskan, potong kecil kecil--Tumis bumbu halus--Masukkan udang, tunggu sampai air dari udang agak nyusut..--Masukkan telur, beri garam, gula, koreksi rasa--Siap disajikan--",8,/id/resep/3854038-sambal-goreng-udang-telur
Udang buncis saus tiram ,Udang,1/4 udang segar--1 genggam buncis muda--5 siung Bawang merah--2 siung Bawang putih--10 Cabe setan--2 sdm Saori--Minyak goreng--Air--,Cuci bersih udang buang kepala dan ekornya rendam dengan jeruk nipis--Potong kecil buncis sesuai selera didihkan air rebus sebentar saja--Iris bumbu siapkan minyak unk menggoreng masukan bumbu tumis sampe harum masukan udang aduk rata biarkan sampe udang berubah warna masukan buncis taburkan masako kasih air sedikit tutup--Aduk rata setelah terasa sudah matang angkat dan tidak perlu menambahkan penyedap rasa lg ya bunda saori saja sudah enak koq.... Selamat mencoba :)--,46,/id/resep/3853721-udang-buncis-saus-tiram-sederhana-enak-dan-simple
Tumis udang buncis wortel,Udang,"1/4 udang--1 gengam buncis--1 buah wortel ukuran sedang--1/2 bawang bombay--1 siung bawang putih--2 biji cabe merah--secukup,a mentega garam gula penyedap dan lada bubuk--1 sdt saus saori--","Cupas udang cuci bersih lalu ksih perasan jeruk nipis biar ga bau amis.. lalu kupas woryel cuci brsih brsma buncis lalu potong"" sesuai selera..--Potong bawang putih dan bombay cincang... lalu tumis dngan mentega..--Cuci udang lg stelah kna jeruk nipis lalu msukan k dlam tumisan bawang aduk"" sbntar lau msukan air secukup,a msukan wortel slira,a dah mtang msukan buncis..--Ksih saus saori lada bubuk gula garam oenyedap scukup,a lalu tes rasa sekira,a pas dan buncis sudah mtang lalu angkat.. sajikan..--",9,/id/resep/3852509-tumis-udang-buncis-wortel
Cah Udang,Udang,"500 gr udang segar, kupas kulit, sisakan ekor--2 ons buncis, iris serong--1 kuntum brokoli--1 buah tomat uk besar, potong dadu--2 siung bawang merah, iris--2 siung bawang putih, geprek--10 butir cabe hijau keriting--3 btg seledri, potong kasar--Secukupnya saus tiram--Secukupnya kecap manis--Secukupnya air--Secukupnya garam--Secukupnya minyak utk menumis--","Tumis duo bawang sampai kecokelatan, lalu masukkan cabe hijau & tomat, aduk sampai layu.--Masukkan udang, aduk, lalu tambahkan air sescukupnya. Diamkan 5menit.--Lalu tambahkan saus tiram, kecap manis & garam. Aduk sampai rata.--Masukkan buncis & brokoli, aduk sampai rata.--Tambahkan seledri. Koreksi rasa lalu sajikan 👌--",27,/id/resep/3744374-cah-udang
Siomay udang ,Udang,"Kulit siomay--1/4 udang (disini sy campurin ayam)--8 sdm tepung sagu--5 siung bawang putih, haluskan--2 sdt merica bubuk--Garam--Gula--Penyedap--secukupnya Air es--","Cuci dan cincang udang--Campurkan udang dengan semua bahan siomay saya skip telur ya soalnya buat sy udang sdh membuat kenyal--Campur sampai menjadi adonan--Isi kulit siomay dgn isian--Bentuk jepit di tengah agar menempel--Nyalakan kukusan, dan setelah mendidih kukus siomay sampai 15 menit--Setelah matang siapkan saos untuk teman mencocol siomay.. Hehhe--",10,/id/resep/3850857-siomay-udang-praktis
Gulai udang sayuran ,Udang,"1/4 kg udang (buang kepala dan kulitnya)--1/4 kol (potong agak besar?--1 wortel (potong memanjang)--Secukupnya daun bawang--3 siung bawang putih--5 siung bawang merah--3 biji kemiri sangrai--5 biji cabe rawit (optional)--1/2 bungkus santan kara--250 ml air--3 lembar daun salam--Secukupnya garam--Secukupnya penyedap--Secukupnya gula pasir (optional, kalo saya dikasi 1/4 sdt)--","Haluskan kemiri, bawang merah dan bawang putih. Lalu tumis hingga harum--Tambahkan air dan daun salam. Lalu masukkan cabai rawit. Saya biarkan gelondongan--Masukkan udang dan wortel. Tambahkan garam, gula dan penyedap. Setelah setengah matang tambahkan kol--Tambahkan santan sambil terus diaduk supaya tidak pecah--Setelah matang taburi dengan irisan daun bawang dan bawang goreng--Tambahkan nasi putih hangat agar tambah nikmat. Selamat memasak--",9,/id/resep/3773363-gulai-udang-sayuran-ala2-anak-kos
Udang Tumis,Udang,200 gram udang segar ukuran sedang--●bumbu--3 buah Cabe hijau besar--3 buah Cabe merah besar--6 siung Bawang merah--2 siung bawang putih--1 buah Bawang bombay kecil--1 buah Tomat--Secukupnya garam--Secukupnya gula--Secukupnya penyedap rasa--Air bersih--Sedikit minyak untuk menumis--,"Bersihkan udang dari kepala dan kulitnya--Potong potong tomat, bawang bombay, cabe sesuai selera--Haluskan bawang merah dan bawang putih lalu tumis bersama bawang bombay dan cabe sampai harum--Setelah harum masukan udang kasi sedikit air--Terakhir masukan garam, gula,penyedap rasa dan tomat biarkan 3 menit. Lalu angkat dan sajikan--",11,/id/resep/3849482-udang-tumis
Sambal udang ,Udang,"200 gr udang yang sudah dibersihkan,sisihkan kepala kulit ekor--bumbu halus ;--5 siung bawang merah--3 siung bawang putih--1 cabe merah besar--2 butir kemiri--cabe rawit (bila suka pedas)--1 sdm gula pasir--2 sdm perasan jeruk nipis--1 sdm kecap manis--garam--","Haluskan kulit kepala dan ekor udang (blender atau tumbuk manual) lalu aduk dengan sedikit air dan saring.--Tumis bumbu halus,tambahkan kaldu udang hingga bumbu harum. tambahkan air (dikira2 aja ya,tergantung selera ingin kuahnya kental atau tidak)--Setelah mendidih masukkan udang,kecap,gula dan garam. aduk sebentar,koreksi rasa--Sebelum kompor dimatikan beri perasan air jeruk.--Sajikan hangat dengan nasi putih. masyaa Allah anakku sama suamiku sampai nambah nasinya 3x--",13,/id/resep/3848499-sambal-udang-enak
Udang Goreng Oatmeal,Udang,"500 gram udang jerbung--(pilih yang segar dan besar), buang sungutnya--5 siung bawang putih, cacah halus--1 buah cabai merah besar, iris serong--3 buah cabai rawit merah, iris tipis--1/2 ikat kemangi,--petik dan goreng crispy (saya pernah share video)--2 sdm margarin atau butter--100 gram oatmeal instant--secukupnya Garam dan merica--1 sdt gula pasir--1 sdt kaldu ayam atau jamur bubuk--","– Rendam udang dengan garam dan merica secukupnya. Diamkan selama 30 menit.
– Siapkan wajan dan panaskan minyak cukup banyak. Goreng daun kemangi kemudian tiriskan. Di wajan yang sama, goreng udang yang telah direndam hingga matang. Lakukan dalam beberapa kali penggorengan hingga udang habis. Tiriskan.
– Tuang minyak, sisakan 1 sdm saja. Tambahkan butter atau margarin. Masukkan bawang putih dan tumis hingga harum dan kecokelatan.
– Tambahkan cabai dan masak sebentar.--",27,/id/resep/3848685-udang-goreng-oatmeal
Sambel kentang+tempe+udang,Udang,4 kentang besar--1 balok Tempe--secukupnya Udang  (buang kepalanya)--Rawit merah+keriting beli (5000)--1 Tomat--7 siung bawang putih--7 siung bawang merah--Royco ayam--,"Cuci udang, goreng udang. Potong tempe dan goreng. Potong kentang dan goreng.--Bawang merah, putih, tomat, dan cabe diblender tapi jangan ditambahkan air ya.. Kasih minyak goreng pas diblender sampe halus--Tumis pakai minyak rada banyak ya, pake api kecil aja biar mateng merata.. Tambahin gula satu sendok makan dan ditambah royco ayam masukan kentang+tempe+udang dan hidangkan.... --",47,/id/resep/3848385-sambel-kentangtempeudang
Tumis Udang Bumbu Taoco,Udang,"500 gr udang, buang kepalanya--5 buah terong hijau bulat, belah masing-masing menjadi 4 bagian--50 gr tekokak, buang tangkainya--50 gr cabe hijau keriting, iris serong--6 butir bawang merah, iris tipis--3 siung bawang putih, cincang halus--2 sdm taoco--1 lembar daun salam--2 cm lengkuas, memarkan--secukupnya garam--1 bungkus kaldu instant--50 ml air--","Buang kotoran dan kepala udang, lalu cuci bersih dan tiriskan.--Goreng udang sampai berubah warna, angkat lalu tiriskan. Goreng juga terong bulat hijau sampai matang, angkat dan tiriskan.--Tumis cabe keriting hijau, bawang merah dan bawang putih hingga harum. Kemudian masukkan udang, terong bulat hijau, daun salam, lengkuas, kaldu instant, garam, tekokak, taoco dan air. Aduk rata dan masak hingga tekokak matang dan bumbu meresap. Angkat.--Tata diatas piring saji dan sajikan dengan nasi hangat.--",16,/id/resep/3843133-tumis-udang-bumbu-taoco
Bubur Udang,Udang,"1 ekor tulang ayam kampung--2 cup beras--Secukupnya air--2 sdm minyak wijen pagoda--2 ruas jahe, geprek--Secukupnya masako ayam--Secukupnya garam--Secukupnya gula--Secukupnya lada bubuk--Pelengkap :--Daun bw--Minyak wijen--Sambal--Udang--Sambal :--Cabe rawit merah, kukus--secukupnya Bawang putih--","Rebus air + tulang ayam kampung biarkan mendidih kurleb 3mnt, hingga sari tulangny keluar. Angkat tulang.--Tambahkan beras, masak dengan api kecil, hingga lembut, tambahkan minyak wijen, jahe, gula, garam, masako. Masak hingga menjadi bubur yg lembut. Sebelum matikan kompor, masukan udang, udang matang, matikan kompor.--Sendok k mangkok saji, tambahkan minyak wijen + taburan daun bawang dan sambal.--Sambal : kukus cabe rawit merah 5mnt, tambahkan bawang putih. Blender hingga halus, tambahkan garam gula secukupnya.--",10,/id/resep/3845616-bubur-udang
Sambal Goreng Udang Galah,Udang,1 kg anak udang galah ukuran kecil--3 buah petai--1 ikt kacang panjang--Secukupnya garam/ penyedap--Secukupnya gula--Bumbu halus :--sesuai selera Cabe merah--4 siung bawang putih--5 buah bawang merah--,"Goreng udang yang sudah dibersihkan dan diberi perasan jeruk bersama petai dan kacang panjang. Setelah kering angkat lalu sisihkan--Tumis bumbu halus. Aduk2 hingga matang--Angkat lalu masukkan udang, petai dan kacang panjang tadi ke dalam tumisan sambal. Aduk hingga tercampur rata--Sambal goreng udang galah siap disajikan--",14,/id/resep/3846876-sambal-goreng-udang-galah
"Cah pok coy, udang & pentol",Udang,2 bungkul pok coy--6 biji pentol ukurn kecil--secukupnya Udang segar--3 siung bawang putih--1/2 bungkus saus tiram--Minyak utk menumis--Secukupnya Air panas--,"Siangi pok coy tiap helai, cuci bersih. Potong jdi 2 bagian atau sesuai slera.pisah kn batang & daun ny.--Potong pentol jdi 2, geprek bawang putih lalu cincang ksar.--Pnas kn minyak, tumis bawang, stelah harum msukan batang pok coy lbih dulu beri air pnas scukup ny. Setelah agak layu sukan udang & pentol, aduk sbentar tmbah kn saus tiram, msukan daun pok coy. Setelh layu matikn api & siap di hidang kn. Usahakn menumis dgn api sedang biar pok coy ny klihatan hijau.--",9,/id/resep/3845627-cah-pok-coy-udang-pentol
Rempeyek udang ,Udang,"1/2 kg udang kecil2,basah atau kering--1 sak kecil tepung bumbu (sajiku)--1/2 kg minyak goreng--Boleh ditambah seledri--secukupnya Air--","Cuci udang kecil-kecil sampai bersih dan tiriskan--Masukkan tepung bumbu kedalam udang kecil-kecil tambahkan sedikit air, jgn terlalu encer--Panaskan minyak, lalu goreng hingga matang dan renyah--Angkat dan tiriskan,siap di hidang--",18,/id/resep/3845667-rempeyek-udang-kecil-enak-dan-gurih
Labu Siam Udang ,Udang,1 buah labu siam (400 gr)》potong korek api--1 butir telur--8 ekor udang kupas--5 bawang merah》iris tipis--4 bawang putih》iris tipis--4 cabe rawit》iris tipis--1 sdt saus tiram--300 ml air--1/4 sdt garam--1/2 sdt gula--1/2 sdt lada--1/2 sdt kaldu jamur totole--,"Panaskan 2 sdm minyak di wajan》tumis bawang putih dan merah hingga wangi》beri telur》tumis telor orak arik hingga matang》beri udang dan cabe》tumis hingga udang berubah warna》beri labu, saus tiram, garam, gula, lada, dan totole》aduk rata, masak hingga labu empuk selama 8 menit》cicipi》angkat--",31,/id/resep/3845125-labu-siam-udang-ala-momo%F0%9F%98%8B
